日付,エンゲージ ビュー,チャンネル登録者,平均再生率（%） (%),追加された動画,公開済みの動画,インプレッション数,インプレッションのクリック率 (%),視聴を継続 (%),ユニーク視聴者数,視聴者あたりの平均視聴回数,新しい視聴者数,リピーター,ライトな視聴者,コアな視聴者,ハイプ,ハイプポイント,登録者増加数,登録者減少数,高評価数,低評価数,高評価率（低評価比） (%),共有数,コメントの追加回数,売上合計 (JPY),注文数,承認済みのコミッション (JPY),保留中のコミッション (JPY),返却された商品 (JPY),YouTube Premium の視聴回数,YouTube Premium 総再生時間（単位: 時間）,再生リストの総再生時間（単位: 時間）,再生リストからの視聴,再生リスト開始あたりの再生回数,ストリーミング時間,設定されているリマインダーの数,チャット メッセージ,リアクション,投稿のインプレッション,投稿の高評価,投稿の高評価率 (%),投稿のチャンネル登録者,投稿の回答,投稿の返信率 (%),リミックス数,リミックス視聴回数,コミュニティ クリップの視聴回数,コミュニティ クリップから発生した総再生時間（単位は時間）,カードのクリック数,カードの表示回数,カード ティーザーの表示回数,カードのティーザーのクリック数,カード表示 1 回あたりのクリック数 (%),カード ティーザー表示 1 回あたりのクリック数 (%),終了画面要素のクリック数,終了画面要素の表示回数,終了画面要素のクリック率 (%),視聴回数,総再生時間（単位: 時間）,平均視聴時間
2024-09-19,1407,0,133.81,,,1155,2.51,28.97,1359,1.0353,1103,256,256,0,0,0,0,0,20,-11,222.22,0,0,,,,,,1,0.0144,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1407,8.6577,0:00:22
2024-05-31,1405,0,100.46,,,2206,3.35,25.38,1263,1.1124,723,540,540,0,0,0,1,1,37,1,97.37,0,0,,,,,,24,0.0878,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1405,7.3347,0:00:18
2024-10-10,1399,0,131.13,,,2086,2.92,51.87,1346,1.0394,952,394,394,0,0,0,1,1,26,1,96.3,0,0,,,,,,7,0.0314,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1399,8.2717,0:00:21
2024-10-13,1386,1,136.99,,,2275,2.59,51.92,1289,1.0753,901,388,388,0,0,0,1,0,9,1,90,0,0,,,,,,3,0.0147,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1386,8.4215,0:00:21
2024-01-15,1380,-1,109.45,,,706,1.98,26.96,1306,1.0567,827,479,479,0,0,0,0,1,22,-37,-146.67,0,0,,,,,,1,0.0044,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1380,7.7278,0:00:20
2025-09-02,1373,0,106.89,,,1597,1.5,19.54,1283,1.0701,784,499,496,3,0,0,0,0,3,-1,150,0,0,,,,,,7,0.0242,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1586,6.6933,0:00:17
2025-04-14,1366,1,222.45,,,2173,3.82,58.7,1284,1.0639,699,585,582,3,0,0,2,1,34,2,94.44,0,0,,,,,,15,0.0322,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1543,13.4792,0:00:35
2024-05-30,1360,-1,183.9,,,1910,2.72,53.37,1287,1.0567,767,520,520,0,0,0,0,1,21,-12,233.33,0,0,,,,,,3,0.0091,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1360,13.1945,0:00:34
2025-10-16,1356,0,163.17,,,1399,2.5,27.14,1262,1.0745,774,488,484,4,0,0,0,0,8,-4,200,0,0,,,,,,7,0.0502,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,22053,20.7155,0:00:26
2025-11-13,1345,-1,127.56,,,2415,2.03,18.86,1259,1.0683,740,519,516,3,0,0,0,1,4,-1,133.33,0,0,,,,,,10,0.0314,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,19170,17.8071,0:00:20
2024-09-25,1344,0,118.59,,,618,1.46,68.89,1321,1.0174,997,324,324,0,0,0,0,0,30,3,90.91,0,0,,,,,,2,0.0074,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1344,7.8944,0:00:21
2024-11-17,1344,0,112.78,,,2106,2.85,54.7,1308,1.0275,889,419,419,0,0,0,0,0,13,4,76.47,0,0,,,,,,6,0.0272,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1344,6.9461,0:00:18
2024-12-12,1333,0,122.12,,,3592,1.42,9.72,1292,1.0317,903,389,389,0,0,0,1,1,40,-3,108.11,0,0,,,,,,7,0.029,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1333,7.4925,0:00:20
2024-05-23,1330,0,185.29,,,2416,1.99,34.17,1270,1.0472,884,386,386,0,0,0,0,0,48,13,78.69,0,0,,,,,,11,0.0252,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1330,11.0031,0:00:29
2024-11-12,1330,0,127.14,,,1773,3.61,54.68,1289,1.0318,830,459,459,0,0,0,0,0,15,1,93.75,0,0,,,,,,9,0.0335,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1330,8.4081,0:00:22
2024-10-18,1317,0,134.89,,,2985,2.48,47.72,1253,1.0511,823,430,430,0,0,0,0,0,18,-14,450,0,0,,,,,,6,0.0172,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1317,7.8498,0:00:21
2024-05-11,1315,0,108.97,,,2363,2.33,49.6,1214,1.0832,620,594,594,0,0,0,0,0,21,0,100,0,0,,,,,,6,0.038,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1315,6.8008,0:00:18
2024-02-24,1311,1,126.81,,,2253,2.66,36.68,1176,1.1148,714,462,462,0,0,0,2,1,43,-21,195.45,0,0,,,,,,11,0.0288,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1311,8.129,0:00:22
2023-11-18,1310,-2,103.68,0,1,677,2.51,40.21,1245,1.0522,1147,98,98,0,0,0,1,3,32,14,69.57,0,0,,,,,,41,0.1365,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1310,5.7903,0:00:15
2025-11-16,1302,-1,116.47,,,3055,1.21,12.56,1238,1.0517,725,513,506,7,0,0,0,1,-1,1,,0,0,,,,,,4,0.0242,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,18860,16.0706,0:00:19
2024-03-18,1300,0,95.84,0,1,1989,2.21,31.49,1218,1.0673,895,323,323,0,0,0,2,2,16,-3,123.08,0,0,,,,,,37,0.1225,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1300,6.4804,0:00:17
2025-08-31,1292,0,101.9,,,2873,1.25,34.07,1200,1.0767,677,523,515,8,0,0,2,2,1,0,100,0,0,,,,,,9,0.027,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1447,5.9714,0:00:16
2024-09-21,1290,0,158.26,,,1080,2.96,42.48,1228,1.0505,835,393,393,0,0,0,0,0,23,3,88.46,0,0,,,,,,4,0.0146,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1290,9.348,0:00:26
2024-09-14,1289,0,136.33,,,966,3.21,55.45,1243,1.037,875,368,368,0,0,0,0,0,15,-2,115.38,0,0,,,,,,1,0.0016,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1289,7.6615,0:00:21
2025-09-10,1289,0,190,,,3868,2.59,33.54,1141,1.1297,700,441,430,11,0,0,0,0,0,-2,-0,0,0,,,,,,4,0.0113,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1702,11.2648,0:00:31
2024-02-12,1288,-1,103.74,,,399,2.51,44.93,1247,1.0329,707,540,540,0,0,0,0,1,2,0,100,0,0,,,,,,1,0.0045,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1288,5.9537,0:00:16
2024-02-25,1286,0,176.46,,,1690,3.55,35.6,1191,1.0798,738,453,453,0,0,0,0,0,29,0,100,1,0,,,,,,4,0.0112,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1286,10.8463,0:00:30
2025-09-15,1285,0,108.89,,,3087,1.85,15.06,1167,1.1011,712,455,447,8,0,0,0,0,1,0,100,0,0,,,,,,11,0.0155,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1829,6.5078,0:00:17
2025-01-12,1281,0,108.92,,,2467,2.68,39.07,1202,1.0657,720,482,482,0,0,0,1,1,13,6,68.42,0,0,,,,,,3,0.0129,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1281,6.5183,0:00:18
2024-04-27,1250,1,154.08,,,2169,2.95,37.99,1163,1.0748,616,547,547,0,0,0,1,0,30,10,75,0,0,,,,,,14,0.0334,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1250,9.3926,0:00:27
2024-10-07,1249,0,115.1,,,1918,2.87,45,1205,1.0365,875,330,330,0,0,0,0,0,3,0,100,0,0,,,,,,0,0,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1249,6.7897,0:00:19
2025-12-15,1236,,110.37,,,1562,4.03,22.3,0,,,,,,0,0,,,2,1,66.67,0,,,,,,,0,0,,,,,,,,,,,0,,,,,0,0,,,,,,,,,,15508,15.0705,0:00:17
2024-03-04,1235,0,158.13,0,2,1981,3.08,36.39,1155,1.0693,753,402,402,0,0,0,1,1,28,-15,215.38,0,0,,,,,,17,0.0383,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1235,9.714,0:00:28
2025-01-05,1218,0,127.02,,,2560,3.05,50.4,1127,1.0807,683,444,444,0,0,0,0,0,32,1,96.97,0,1,,,,,,9,0.0351,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1218,7.1345,0:00:21
2023-11-07,1211,0,162.49,,,38,0,0,1168,1.0368,1002,166,166,0,0,0,0,0,49,-18,158.06,0,0,,,,,,0,0,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1211,8.199,0:00:24
2024-02-01,1207,2,80.75,0,1,1540,3.31,31.25,1138,1.0606,869,269,269,0,0,0,4,2,12,1,92.31,0,0,,,,,,31,0.105,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1207,4.9282,0:00:14
2024-03-17,1207,1,100.46,,,1917,3.29,31.94,1065,1.1333,603,462,462,0,0,0,2,1,17,6,73.91,0,0,,,,,,10,0.0242,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1207,6.0405,0:00:18
2024-05-24,1194,-1,120.87,,,1886,3.08,57.87,1098,1.0874,674,424,424,0,0,0,0,1,25,-8,147.06,0,0,,,,,,4,0.0092,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1194,6.8316,0:00:20
2024-10-26,1193,0,106.44,,,2203,2.77,60.77,1142,1.0447,731,411,411,0,0,0,1,1,8,7,53.33,0,0,,,,,,8,0.0301,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1193,5.5203,0:00:16
2024-04-23,1183,0,186.97,,,1690,2.49,45.27,1112,1.0638,620,492,492,0,0,0,0,0,19,-13,316.67,0,0,,,,,,3,0.01,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,1183,11.2434,0:00:34
上位 500 件の結果を表示しています
