日付,エンゲージ ビュー,チャンネル登録者,平均再生率（%） (%),追加された動画,公開済みの動画,インプレッション数,インプレッションのクリック率 (%),視聴を継続 (%),ユニーク視聴者数,視聴者あたりの平均視聴回数,新しい視聴者数,リピーター,ライトな視聴者,コアな視聴者,ハイプ,ハイプポイント,登録者増加数,登録者減少数,高評価数,低評価数,高評価率（低評価比） (%),共有数,コメントの追加回数,売上合計 (JPY),注文数,承認済みのコミッション (JPY),保留中のコミッション (JPY),返却された商品 (JPY),YouTube Premium の視聴回数,YouTube Premium 総再生時間（単位: 時間）,再生リストの総再生時間（単位: 時間）,再生リストからの視聴,再生リスト開始あたりの再生回数,ストリーミング時間,設定されているリマインダーの数,チャット メッセージ,リアクション,投稿のインプレッション,投稿の高評価,投稿の高評価率 (%),投稿のチャンネル登録者,投稿の回答,投稿の返信率 (%),リミックス数,リミックス視聴回数,コミュニティ クリップの視聴回数,コミュニティ クリップから発生した総再生時間（単位は時間）,カードのクリック数,カードの表示回数,カード ティーザーの表示回数,カードのティーザーのクリック数,カード表示 1 回あたりのクリック数 (%),カード ティーザー表示 1 回あたりのクリック数 (%),終了画面要素のクリック数,終了画面要素の表示回数,終了画面要素のクリック率 (%),視聴回数,総再生時間（単位: 時間）,平均視聴時間
2025-01-07,4524,2,139.03,,,1486,4.04,35.22,4338,1.0429,2867,1471,1471,0,0,0,3,1,115,15,88.46,1,0,,,,,,5,0.0143,,,,,0,,,,,,0,,,,1,0,0,0,0,0,0,,,0,0,,4524,29.1242,0:00:23
2024-02-19,4522,0,102.07,1,2,1975,2.89,29.04,4235,1.0678,3006,1229,1229,0,0,0,3,3,94,32,74.6,1,3,,,,,,120,0.321,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4522,22.9955,0:00:18
2025-03-01,4522,1,119.67,,,2456,3.42,23.97,4385,1.0312,2861,1524,1524,0,0,0,1,0,70,-10,116.67,0,0,,,,,,5,0.0123,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4522,23.4431,0:00:18
2024-03-22,4459,3,134.28,,,4515,2.79,30.35,4014,1.1109,2497,1517,1517,0,0,0,5,2,91,17,84.26,0,1,,,,,,26,0.0863,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4459,30.5797,0:00:24
2024-04-01,4439,1,132.79,7,1,1795,2.67,33.46,4181,1.0617,2677,1504,1504,0,0,0,1,0,51,1,98.08,0,1,,,,,,50,0.2086,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4439,29.9564,0:00:24
2025-05-09,4399,3,126.34,,,7051,2.08,22.59,4006,1.0981,2683,1323,1300,23,0,0,3,0,117,31,79.05,3,1,,,,,,36,0.1057,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5337,24.9456,0:00:20
2025-01-13,4383,2,137.19,,,2871,2.06,25.87,4095,1.0703,2741,1354,1354,0,0,0,2,0,100,30,76.92,0,0,,,,,,5,0.0192,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4383,27.9209,0:00:22
2025-05-12,4372,0,125.25,,,2105,3.28,26.74,4163,1.0502,2531,1632,1613,19,0,0,0,0,79,15,84.04,3,0,,,,,,19,0.0303,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4749,23.8984,0:00:19
2025-10-25,4372,0,128.41,,,3245,2.62,25.18,4170,1.0484,2703,1467,1447,20,0,0,0,0,5,-2,166.67,0,0,,,,,,107,0.1414,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,80397,59.5516,0:00:20
2025-10-30,4359,-2,136.72,,,3928,1.96,16.48,4186,1.0413,2868,1318,1309,9,0,0,0,2,7,0,100,0,0,,,,,,10,0.022,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,87612,61.8564,0:00:21
2025-01-02,4351,0,123.66,,,3930,2.04,23.11,4093,1.063,2678,1415,1415,0,0,0,0,0,78,8,90.7,0,0,,,,,,6,0.0155,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4351,23.1224,0:00:19
2024-12-26,4298,1,133.5,,,3676,2.18,28.64,4068,1.0565,2586,1482,1482,0,0,0,2,1,47,20,70.15,0,0,,,,,,5,0.0269,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4298,24.8568,0:00:20
2025-04-01,4248,1,105.62,,,4498,3.18,45.61,4059,1.0466,2507,1579,1565,14,0,0,1,0,42,10,80.77,0,0,,,,,,22,0.0409,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4460,19.7405,0:00:16
2025-12-10,4236,2,150.44,,,4161,2.16,10.63,3944,1.074,2702,1242,1230,12,0,0,2,0,4,-3,400,0,0,,,,,,10,0.032,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,67125,60.4511,0:00:24
2024-02-22,4229,0,121.2,0,2,3504,2,25.72,3936,1.0744,2439,1497,1497,0,0,0,0,0,87,29,75,0,0,,,,,,11,0.0289,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4229,23.8665,0:00:20
2024-07-13,4213,0,139.38,,,3279,2.56,60.82,4023,1.0472,2734,1289,1289,0,0,0,2,2,162,47,77.51,0,0,,,,,,6,0.041,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4213,27.6004,0:00:23
2025-11-21,4188,-1,183.24,,,3147,2.73,26.35,3930,1.0656,2418,1512,1502,10,0,0,0,1,5,-1,125,0,0,,,,,,6,0.0122,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,57903,62.0066,0:00:29
2024-12-24,4182,1,123.72,,,2721,2.02,22.86,3970,1.0534,2531,1439,1439,0,0,0,1,0,77,17,81.91,0,0,,,,,,6,0.0189,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4182,22.5617,0:00:19
2024-04-13,4156,0,101.97,,,2693,3.19,63.18,3807,1.0917,2044,1763,1763,0,0,0,1,1,46,14,76.67,1,1,,,,,,4,0.0134,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4156,21.6853,0:00:18
2025-03-22,4129,1,128.47,,,2775,2.92,42.31,3963,1.0419,2656,1307,1301,6,0,0,1,0,60,-20,150,0,1,,,,,,5,0.0288,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4129,22.7162,0:00:19
2024-03-26,4106,0,122.18,4,1,2353,3.7,32.97,3733,1.0999,2433,1300,1300,0,0,0,2,2,-35,10,140,1,0,,,,,,40,0.1424,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4106,25.7823,0:00:22
2023-11-17,4101,8,78.32,0,3,529,2.08,39.43,3959,1.0359,3897,62,62,0,0,0,9,1,26,14,65,0,0,,,,,,351,1.114,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4101,14.2006,0:00:12
2024-12-31,4100,0,120.9,,,3278,1.8,28.77,3826,1.0716,2380,1446,1446,0,0,0,1,1,77,12,86.52,0,0,,,,,,9,0.036,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4100,21.4811,0:00:18
2025-09-19,4100,-1,154.2,,,2514,2.19,21.05,3851,1.0647,2633,1218,1210,8,0,0,0,1,4,-2,200,0,1,,,,,,17,0.044,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4240,28.247,0:00:24
2025-12-12,4076,2,134.57,2,1,4001,2.42,27.39,3816,1.0681,2497,1319,1300,19,0,0,2,0,17,2,89.47,0,0,,,,,,149,0.24,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,52774,48.8862,0:00:21
2024-01-23,4064,0,143.46,9,0,942,3.82,45.05,3816,1.065,2763,1053,1053,0,0,0,0,0,82,65,55.78,1,1,,,,,,1,0.0022,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4064,27.8999,0:00:24
2025-02-15,4047,2,106.96,,,2471,2.91,51.25,3726,1.0862,2505,1221,1221,0,0,0,2,0,32,-19,246.15,0,0,,,,,,7,0.0355,,,,,0,,,,,,0,,,,2,0,0,0,0,0,0,,,0,0,,4047,19.0663,0:00:16
2025-04-19,4015,3,118.94,,,3345,3.53,76.17,3746,1.0718,2278,1468,1455,13,0,0,3,0,43,-9,126.47,1,0,,,,,,15,0.0236,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5281,20.9339,0:00:18
2025-01-16,4009,-2,105.74,,,4828,1.91,18.84,3774,1.0623,2580,1194,1194,0,0,0,0,2,64,1,98.46,1,0,,,,,,3,0.0065,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4009,18.7153,0:00:16
2025-04-09,3998,1,123.95,,,2534,2.64,38.99,3850,1.0384,2538,1312,1304,8,0,0,1,0,111,24,82.22,0,0,,,,,,10,0.0555,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4238,21.6725,0:00:19
2025-04-12,3956,1,117.83,,,3709,3.15,60,3770,1.0493,2349,1421,1409,12,0,0,1,0,35,-12,152.17,0,1,,,,,,38,0.0807,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4179,20.0063,0:00:18
2025-05-27,3955,2,112.45,,,3141,2.07,21.48,3814,1.037,2706,1108,1098,10,0,0,2,0,36,6,85.71,0,0,,,,,,10,0.0139,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4508,19.8223,0:00:17
2025-03-26,3944,0,123.33,,,2863,2.86,43.49,3832,1.0292,2473,1359,1345,14,0,0,0,0,106,-2,101.92,0,0,,,,,,9,0.0411,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3944,20.6683,0:00:18
2024-08-31,3931,0,123.76,,,2286,2.67,62.16,3826,1.0274,2947,879,879,0,0,0,0,0,44,-2,104.76,0,0,,,,,,2,0.0071,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3931,20.6952,0:00:18
2024-12-17,3921,0,164.66,,,3126,1.79,50.49,3773,1.0392,2517,1256,1256,0,0,0,0,0,109,38,74.15,0,0,,,,,,3,0.016,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3921,30.8225,0:00:28
2025-03-06,3914,0,143.94,,,5812,1.36,19.77,3693,1.0598,2490,1203,1203,0,0,0,1,1,110,14,88.71,0,1,,,,,,11,0.0662,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3914,24.5011,0:00:22
2023-12-19,3897,-1,89.71,2,3,2010,1.69,32.84,3690,1.0561,3154,536,536,0,0,0,9,10,52,11,82.54,0,1,,,,,,208,0.6539,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3897,16.9115,0:00:15
2025-12-03,3892,1,114.09,7,1,3761,1.78,23.18,3676,1.0588,2496,1180,1172,8,0,0,2,1,15,2,88.24,0,0,,,,,,191,0.2977,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,49274,46.9555,0:00:17
2024-08-28,3890,-1,129.51,2,0,1595,3.26,71.57,3798,1.0242,2695,1103,1103,0,0,0,0,1,84,29,74.34,0,0,,,,,,15,0.0437,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3890,22.7916,0:00:21
2024-01-31,3887,3,75.27,0,3,1562,1.6,45.84,3740,1.0393,3232,508,508,0,0,0,3,0,33,6,84.62,1,1,,,,,,172,0.5842,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3887,14.6053,0:00:13
2024-04-07,3879,0,107.04,,,1470,3.13,28.85,3590,1.0805,2207,1383,1383,0,0,0,0,0,37,3,92.5,0,0,,,,,,6,0.0239,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3879,21.0842,0:00:19
2025-02-18,3850,0,95.27,,,1971,2.59,20.28,3657,1.0528,2681,976,976,0,0,0,0,0,10,3,76.92,0,0,,,,,,1,0.0047,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3850,16.3056,0:00:15
2025-02-01,3846,-1,119.88,,,5456,2.02,33.77,3537,1.0874,2222,1315,1315,0,0,0,0,1,60,-14,130.43,0,0,,,,,,9,0.0338,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3846,20.2641,0:00:18
2025-10-29,3816,0,168.37,,,2365,2.41,21.76,3670,1.0398,2456,1214,1207,7,0,0,0,0,6,0,100,0,0,,,,,,2,0.009,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,72577,59.0971,0:00:27
2025-02-20,3813,0,99.81,,,4001,1.75,27.75,3497,1.0904,2608,889,889,0,0,0,0,0,35,24,59.32,0,0,,,,,,5,0.0172,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3813,16.8899,0:00:15
2024-05-18,3812,0,205.39,,,2244,2.85,39.07,3571,1.0675,2351,1220,1220,0,0,0,0,0,84,27,75.68,0,0,,,,,,4,0.0208,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3812,36.0932,0:00:34
2025-05-28,3791,0,123.48,,,2272,3.74,47.74,3599,1.0533,2336,1263,1251,12,0,0,0,0,59,14,80.82,0,0,,,,,,10,0.0225,,,,,0,,,,,,0,,,,2,0,0,0,0,0,0,,,0,0,,3962,20.9068,0:00:19
2025-01-04,3772,-1,117.01,,,2698,2.15,56.02,3569,1.0569,2242,1327,1327,0,0,0,0,1,32,-19,246.15,0,0,,,,,,2,0.0091,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3772,19.1118,0:00:18
2025-10-11,3770,0,128.14,,,3552,3.29,30.4,3593,1.0493,2369,1224,1216,8,0,0,0,0,5,-2,166.67,0,1,,,,,,15,0.0358,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,75704,52.5706,0:00:20
2025-05-19,3706,0,128.67,,,2376,4,27.74,3499,1.0592,2228,1271,1256,15,0,0,0,0,44,29,60.27,1,0,,,,,,19,0.0401,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4290,20.7972,0:00:20
2024-02-06,3701,2,93,1,2,2540,3.86,36.29,3417,1.0831,2878,539,539,0,0,0,5,3,60,5,92.31,0,2,,,,,,174,1.7178,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3701,17.2182,0:00:16
2025-05-02,3689,1,123.65,,,3584,3.18,62.14,3417,1.0796,2076,1341,1325,16,0,0,1,0,50,22,69.44,1,1,,,,,,20,0.0163,,,,,0,,,,,,0,,,,1,0,0,0,0,0,0,,,0,0,,4968,19.9806,0:00:19
2024-12-21,3654,0,122.82,,,2359,2.84,43.9,3449,1.0594,2124,1325,1325,0,0,0,0,0,50,-3,106.38,0,0,,,,,,13,0.0392,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3654,19.4565,0:00:19
2025-02-12,3650,-1,122.34,,,1992,2.21,27.79,3423,1.0663,2417,1006,1006,0,0,0,0,1,33,14,70.21,0,0,,,,,,4,0.012,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3650,19.9119,0:00:19
2024-02-23,3644,2,123.59,,,1481,2.43,44.6,3491,1.0438,2224,1267,1267,0,0,0,2,0,63,-2,103.28,0,0,,,,,,3,0.0112,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3644,20.1286,0:00:19
2023-11-29,3643,3,100.83,0,1,3176,2.93,35.21,3283,1.1097,2947,336,336,0,0,0,11,8,40,11,78.43,0,2,,,,,,253,0.804,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3643,16.1556,0:00:15
2025-04-29,3627,1,134.4,,,3042,2.2,94.14,3462,1.0477,2043,1419,1405,14,0,0,1,0,62,11,84.93,1,0,,,,,,1,0.0025,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,5231,21.1539,0:00:20
2024-12-30,3621,0,126.36,,,3227,1.83,36.67,3455,1.048,2168,1287,1287,0,0,0,0,0,55,15,78.57,0,0,,,,,,12,0.0409,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3621,20.4503,0:00:20
2024-03-23,3614,0,117.33,,,3262,2.82,31.89,3384,1.068,2159,1225,1225,0,0,0,0,0,85,8,91.4,0,0,,,,,,20,0.0732,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3614,21.9617,0:00:21
2025-11-29,3613,2,110.16,0,1,3554,3.15,35.69,3361,1.075,2347,1014,1010,4,0,0,3,1,5,5,50,0,1,,,,,,267,0.3758,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,38603,36.4955,0:00:16
2025-01-17,3603,0,116.99,,,2682,3.06,46.53,3349,1.0758,2156,1193,1193,0,0,0,0,0,59,16,78.67,0,0,,,,,,10,0.0335,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3603,18.7071,0:00:18
2025-02-10,3602,0,164.27,,,1728,2.95,55.36,3498,1.0297,2255,1243,1243,0,0,0,0,0,58,16,78.38,0,0,,,,,,4,0.0103,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3602,25.7566,0:00:25
2025-02-13,3599,2,111.85,,,2197,2.73,29.67,3412,1.0548,2406,1006,1006,0,0,0,2,0,40,-5,114.29,1,0,,,,,,4,0.023,,,,,0,,,,,,0,,,,2,0,0,0,0,0,0,,,0,0,,3599,17.9305,0:00:17
2025-12-09,3583,1,135.5,,,3160,1.99,14.27,3363,1.0654,2374,989,979,10,0,0,1,0,0,4,0,0,0,,,,,,11,0.039,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,54541,48.7739,0:00:21
2024-07-15,3564,0,127.13,,,1460,2.05,48.65,3409,1.0455,2184,1225,1225,0,0,0,0,0,119,41,74.38,0,0,,,,,,10,0.0359,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3564,21.2753,0:00:21
2023-11-05,3556,0,162.49,,,16,43.75,,3377,1.053,3125,252,252,0,0,0,1,1,160,-49,144.14,0,0,,,,,,0,0,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3556,24.0759,0:00:24
2023-11-21,3550,4,105.68,0,1,1214,2.06,36.73,3416,1.0392,3250,166,166,0,0,0,5,1,85,-10,113.33,0,0,,,,,,238,0.7986,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3550,16.4294,0:00:16
2025-04-05,3549,0,111.82,,,3939,2.82,40.18,3392,1.0463,2067,1325,1312,13,0,0,0,0,60,-16,136.36,0,0,,,,,,22,0.0488,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3915,17.2219,0:00:17
2025-04-03,3528,0,116.6,,,3795,4.06,35.23,3344,1.055,2168,1197,1192,5,0,0,0,0,71,14,83.53,0,0,,,,,,17,0.0384,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4071,18.2101,0:00:18
2024-12-11,3503,0,144.8,,,1605,4.05,53.76,3345,1.0472,2063,1282,1282,0,0,0,0,0,58,-27,187.1,0,0,,,,,,10,0.0316,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3503,21.5269,0:00:22
2024-06-08,3502,1,135.97,,,2440,3.4,48.11,3295,1.0628,2171,1124,1124,0,0,0,1,0,90,23,79.65,0,0,,,,,,6,0.0278,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3502,24.1441,0:00:24
2024-08-06,3501,0,120.49,,,1276,1.88,51.49,3316,1.0558,2621,695,695,0,0,0,0,0,41,9,82,0,0,,,,,,3,0.011,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3501,25.6214,0:00:26
2024-01-27,3498,2,119.87,0,3,2843,2.99,37.93,3227,1.084,2352,875,875,0,0,0,5,3,64,-7,112.28,0,0,,,,,,126,0.3928,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3498,19.7512,0:00:20
2025-01-23,3457,-1,146.79,,,1505,4.58,35.48,3309,1.0447,2296,1013,1013,0,0,0,0,1,109,34,76.22,0,0,,,,,,8,0.0293,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3457,23.3571,0:00:24
2025-01-28,3442,1,118.48,,,2684,2.16,34.03,3218,1.0696,2060,1158,1158,0,0,0,1,0,47,25,65.28,1,0,,,,,,7,0.0261,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3442,17.9203,0:00:18
2025-05-22,3425,0,102.94,,,2733,3.48,28.19,3259,1.0509,2254,1005,988,17,0,0,0,0,43,-1,102.38,0,1,,,,,,19,0.0387,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3877,15.8543,0:00:16
2024-04-06,3408,3,116.5,0,1,2955,2.2,33.28,3107,1.0969,1865,1242,1242,0,0,0,4,1,29,-15,207.14,0,0,,,,,,73,1.7983,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3408,19.9051,0:00:21
2024-12-28,3392,0,120.76,,,2472,3.03,35.33,3198,1.0607,2063,1135,1135,0,0,0,0,0,37,-8,127.59,0,0,,,,,,4,0.0191,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3392,17.7647,0:00:18
2024-02-14,3375,6,83.26,0,1,2229,1.57,44.32,3238,1.0423,2608,630,630,0,0,0,6,0,34,6,85,0,3,,,,,,68,0.2204,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3375,14.203,0:00:15
2024-02-16,3357,5,97.24,0,2,2234,2.06,40.07,3192,1.0517,2510,682,682,0,0,0,8,3,83,15,84.69,0,0,,,,,,96,0.3433,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3357,16.8044,0:00:18
2024-08-30,3343,0,108.06,,,2688,3.2,59.78,3254,1.0274,2485,769,769,0,0,0,0,0,38,-9,131.03,0,0,,,,,,2,0.0074,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3343,15.5777,0:00:16
2025-01-08,3336,1,130.15,,,1552,3.87,44.54,3193,1.0448,2052,1141,1141,0,0,0,1,0,95,4,95.96,0,0,,,,,,22,0.0578,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3336,19.7831,0:00:21
2025-04-10,3327,0,138.53,,,2726,3.15,29.71,3217,1.0342,1929,1288,1277,11,0,0,1,1,66,-12,122.22,0,1,,,,,,14,0.0374,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3455,20.0819,0:00:21
2024-03-15,3313,3,99.5,0,3,5139,2.55,35.48,3091,1.0718,2290,801,801,0,0,0,4,1,35,7,83.33,0,2,,,,,,106,0.3264,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3313,16.643,0:00:18
2024-12-19,3308,1,117.01,,,3268,2.54,37.78,3146,1.0515,2040,1106,1106,0,0,0,1,0,47,-12,134.29,0,0,,,,,,2,0.0059,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3308,16.9757,0:00:18
2024-01-29,3306,2,145.74,3,3,888,2.14,39.67,3189,1.0367,2491,698,698,0,0,0,3,1,36,-30,600,0,0,,,,,,117,0.3716,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3306,23.2873,0:00:25
2024-03-28,3295,-1,189.05,0,1,2321,3.49,33.07,3052,1.0796,2055,997,997,0,0,0,2,3,58,6,90.63,0,1,,,,,,33,0.095,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3295,30.9234,0:00:33
2024-03-09,3275,1,111.63,0,1,3059,2.58,28.22,3100,1.0565,2066,1034,1034,0,0,0,3,2,85,33,72.03,0,4,,,,,,55,0.1995,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3275,18.0197,0:00:19
2025-09-05,3272,0,108.77,,,1971,3.4,39.21,3001,1.0903,1951,1050,1036,14,0,0,0,0,3,1,75,0,0,,,,,,4,0.0115,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3462,16.0159,0:00:17
2024-04-20,3258,0,103.2,,,2211,3.12,30.47,2989,1.09,1793,1196,1196,0,0,0,1,1,44,-36,550,2,0,,,,,,10,0.1406,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3258,17.0858,0:00:18
2025-03-29,3258,0,122.85,,,3384,3.22,60.13,3065,1.063,1912,1153,1143,10,0,0,0,0,35,-3,109.38,0,0,,,,,,7,0.0203,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3258,16.9962,0:00:18
2025-01-21,3256,1,134.63,,,3029,1.91,21.45,3118,1.0443,2064,1054,1054,0,0,0,1,0,130,28,82.28,0,0,,,,,,15,0.0685,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3256,19.7051,0:00:21
2025-03-24,3238,1,165.79,,,2523,3.09,59.03,3150,1.0279,2115,1035,1020,15,0,0,1,0,74,9,89.16,0,0,,,,,,4,0.0196,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3238,22.7978,0:00:25
2025-03-12,3229,0,139.54,,,2243,2.01,21.54,3102,1.0409,2052,1050,1050,0,0,0,0,0,44,22,66.67,0,0,,,,,,9,0.0449,,,,,0,,,,,,0,,,,1,0,0,0,0,0,0,,,0,0,,3229,19.7816,0:00:22
2025-12-11,3223,0,169.78,,,6034,2.09,20.51,2886,1.1168,1781,1105,1096,9,0,0,0,0,7,0,100,0,0,,,,,,15,0.0327,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,46333,47.1894,0:00:27
2025-05-24,3206,1,131.39,,,6261,2.44,27.43,2885,1.1113,1760,1125,1107,18,0,0,1,0,17,-26,-188.89,0,0,,,,,,31,0.0793,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4159,19.2594,0:00:21
2024-02-26,3198,0,197.78,,,1971,2.49,23.25,2990,1.0696,2009,981,981,0,0,0,0,0,120,43,73.62,0,0,,,,,,0,0,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3198,29.8208,0:00:33
2025-01-01,3193,0,128.12,,,2394,2.38,38.52,3065,1.0418,1856,1209,1209,0,0,0,0,0,64,11,85.33,0,0,,,,,,2,0.0036,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3193,17.6639,0:00:19
2023-11-16,3183,2,92.86,0,2,77,1.3,37.89,3075,1.0351,2798,277,277,0,0,0,2,0,4,2,66.67,1,0,,,,,,120,0.4802,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3183,12.5415,0:00:14
2025-12-07,3172,1,133.37,,,2925,1.3,13.31,2994,1.0595,1807,1187,1172,15,0,0,1,0,7,-3,175,0,0,,,,,,12,0.0288,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,44212,43.1369,0:00:21
2025-09-22,3157,0,114.77,,,6497,1.8,15.3,2899,1.089,1868,1031,1019,12,0,0,1,1,7,0,100,1,0,,,,,,22,0.0905,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,4227,16.7946,0:00:18
2025-09-11,3155,2,133.88,,,2851,2.14,19.41,3002,1.051,2141,861,853,8,0,0,2,0,-1,0,100,0,0,,,,,,11,0.0253,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3551,18.9599,0:00:21
2025-04-02,3139,2,128.67,,,4714,2.82,52.4,3018,1.0401,1837,1191,1182,9,0,0,2,0,27,-3,112.5,0,0,,,,,,20,0.0431,,,,,0,,,,,,0,,,,,0,0,0,0,0,0,,,0,0,,3406,17.6306,0:00:20
